prompt_id,cycle,level,delta_inf,boundary_margin,certified,topk_set_equal
94,16,3,0.01172,0.02344,False,True
94,16,4,0.01172,0.02344,False,True
94,17,0,0.01953,0.00391,False,False
94,17,1,0.00977,0.0625,True,True
94,17,2,0.01172,0.00781,False,True
94,17,3,0.01562,0.0,False,True
94,17,4,0.01562,0.11328,True,True
95,0,0,0.01855,0.17969,True,True
95,0,1,0.01562,0.05469,True,True
95,0,2,0.01562,0.46094,True,True
95,0,3,0.01953,0.03125,False,True
95,0,4,0.01758,0.67188,True,True
95,1,0,0.0083,0.17188,True,True
95,1,1,0.01172,0.98438,True,True
95,1,2,0.01562,0.57812,True,True
95,1,3,0.01562,0.53125,True,True
95,1,4,0.03125,0.19531,True,True
95,2,0,0.01562,0.625,True,True
95,2,1,0.00854,0.17969,True,True
95,2,2,0.01562,0.05469,True,True
95,2,3,0.01074,0.44531,True,True
95,2,4,0.01306,0.50781,True,True
95,3,0,0.00781,0.02344,True,True
95,3,1,0.01562,0.21875,True,True
95,3,2,0.01562,0.19531,True,True
95,3,3,0.01538,0.54688,True,True
95,3,4,0.02344,0.00781,False,True
95,4,0,0.01562,0.01562,False,True
95,4,1,0.01562,0.26172,True,True
95,4,2,0.02344,0.00391,False,True
95,4,3,0.01562,0.03906,True,True
95,4,4,0.02539,0.39062,True,True
95,5,0,0.00781,0.01562,False,True
95,5,1,0.01562,0.05078,True,True
95,5,2,0.01172,0.07031,True,True
95,5,3,0.0127,0.04688,True,True
95,5,4,0.01172,0.125,True,True
95,6,0,0.00781,0.02344,True,True
95,6,1,0.01172,0.1875,True,True
95,6,2,0.01562,0.04688,True,True
95,6,3,0.01562,0.14844,True,True
95,6,4,0.01562,0.11719,True,True
95,7,0,0.01562,0.01562,False,True
95,7,1,0.01562,0.25781,True,True
95,7,2,0.00977,0.36719,True,True
95,7,3,0.01562,0.0,False,False
95,7,4,0.01562,0.04688,True,True
95,8,0,0.01562,0.20312,True,True
95,8,1,0.01172,0.17969,True,True
95,8,2,0.01562,0.20312,True,True
95,8,3,0.00879,0.28125,True,True
95,8,4,0.01562,0.20312,True,True
95,9,0,0.01562,0.10156,True,True
95,9,1,0.01562,0.21094,True,True
95,9,2,0.01953,0.08984,True,True
95,9,3,0.01562,1.00781,True,True
95,9,4,0.01562,0.23438,True,True
95,10,0,0.01172,0.17578,True,True
95,10,1,0.01562,0.28125,True,True
95,10,2,0.01562,0.07812,True,True
95,10,3,0.01562,0.0625,True,True
95,10,4,0.01562,0.09375,True,True
95,11,0,0.00757,0.05078,True,True
95,11,1,0.01562,0.19531,True,True
95,11,2,0.02344,0.07031,True,True
95,11,3,0.0166,0.07812,True,True
95,11,4,0.01465,0.09375,True,True
95,12,0,0.00781,0.02734,True,True
95,12,1,0.01562,0.09375,True,True
95,12,2,0.01562,0.39062,True,True
95,12,3,0.01172,0.12109,True,True
95,12,4,0.01758,0.08984,True,True
95,13,0,0.00781,0.16406,True,True
95,13,1,0.01562,0.00781,False,True
95,13,2,0.01172,0.13281,True,True
95,13,3,0.01172,0.44141,True,True
95,13,4,0.01367,0.08984,True,True
95,14,0,0.00781,0.44531,True,True
95,14,1,0.01953,0.67969,True,True
95,14,2,0.01562,0.35938,True,True
95,14,3,0.01562,0.10938,True,True
95,14,4,0.00977,0.30469,True,True
95,15,0,0.01172,0.21094,True,True
95,15,1,0.0083,0.15625,True,True
95,15,2,0.01562,0.07031,True,True
95,15,3,0.01562,0.03125,False,True
95,15,4,0.02344,0.00781,False,False
95,16,0,0.01172,0.09766,True,True
95,16,1,0.01172,0.00781,False,True
95,16,2,0.01562,0.01562,False,True
95,16,3,0.01562,0.11719,True,True
95,16,4,0.01562,0.03125,False,True
95,17,0,0.01172,0.17188,True,True
95,17,1,0.0127,0.11719,True,True
95,17,2,0.01562,0.02344,False,True
95,17,3,0.03125,0.1875,True,True
95,17,4,0.01318,0.17188,True,True
95,18,0,0.01562,0.27344,True,True
95,18,1,0.01172,0.14844,True,True
95,18,2,0.03125,0.00781,False,False
95,18,3,0.01196,0.07031,True,True
95,18,4,0.01172,0.07812,True,True
95,19,0,0.01562,0.03125,False,True
95,19,1,0.01562,0.14844,True,True
95,19,2,0.01562,0.29688,True,True
95,19,3,0.01562,0.45312,True,True
95,19,4,0.01562,0.1875,True,True
95,20,0,0.01172,0.00781,False,True
95,20,1,0.01562,0.11719,True,True
95,20,2,0.00989,0.00781,False,True
95,20,3,0.01562,0.42969,True,True
95,20,4,0.01172,0.14062,True,True
95,21,0,0.01562,0.57812,True,True
95,21,1,0.01562,0.15625,True,True
95,21,2,0.00781,0.21875,True,True
95,21,3,0.00879,0.33594,True,True
95,21,4,0.01172,0.0,False,True
96,0,0,0.00806,0.04688,True,True
96,0,1,0.01562,0.02344,False,True
96,0,2,0.01172,0.10938,True,True
96,0,3,0.01562,0.48438,True,True
96,0,4,0.01562,0.13281,True,True
96,1,0,0.00781,0.33594,True,True
96,1,1,0.01562,0.07031,True,True
96,1,2,0.01562,0.14844,True,True
96,1,3,0.01562,0.03906,True,True
96,1,4,0.01562,0.13281,True,True
96,2,0,0.0083,0.17969,True,True
96,2,1,0.01562,0.03906,True,True
96,2,2,0.01562,0.25781,True,True
96,2,3,0.01562,0.24219,True,True
96,2,4,0.01562,0.21094,True,True
96,3,0,0.01562,0.10938,True,True
96,3,1,0.00879,0.38281,True,True
96,3,2,0.02344,0.27344,True,True
96,3,3,0.01367,0.20312,True,True
96,3,4,0.01172,0.04688,True,True
96,4,0,0.01562,0.76562,True,True
96,4,1,0.01562,0.10156,True,True
96,4,2,0.01172,0.53906,True,True
96,4,3,0.01562,0.22656,True,True
96,4,4,0.01562,0.04688,True,True
96,5,0,0.00781,0.11719,True,True
96,5,1,0.01562,0.16406,True,True
96,5,2,0.00977,0.34375,True,True
96,5,3,0.01562,0.19531,True,True
96,5,4,0.00781,0.00781,False,True
96,6,0,0.01562,0.94531,True,True
96,6,1,0.03125,0.125,True,True
96,6,2,0.01562,1.1875,True,True
96,6,3,0.02344,0.22266,True,True
96,6,4,0.00977,0.67188,True,True
96,7,0,0.01562,0.10938,True,True
96,7,1,0.00977,0.15625,True,True
96,7,2,0.01562,0.05469,True,True
96,7,3,0.01172,0.1875,True,True
96,7,4,0.01562,0.04688,True,True
96,8,0,0.01562,0.13281,True,True
96,8,1,0.00781,0.40625,True,True
96,8,2,0.01172,0.42188,True,True
96,8,3,0.00977,0.04688,True,True
96,8,4,0.01562,0.1875,True,True
96,9,0,0.01172,0.28125,True,True
96,9,1,0.01172,0.08594,True,True
96,9,2,0.00903,0.69531,True,True
96,9,3,0.01172,0.22656,True,True
96,9,4,0.01758,0.0625,True,True
96,10,0,0.01562,0.03906,True,True
96,10,1,0.00977,0.14844,True,True
96,10,2,0.01562,0.20312,True,True
96,10,3,0.03125,0.25781,True,True
96,10,4,0.00977,0.03125,True,True
96,11,0,0.00781,0.05469,True,True
96,11,1,0.01562,0.32031,True,True
96,11,2,0.01562,0.38281,True,True
96,11,3,0.00977,0.25781,True,True
96,11,4,0.01562,0.13281,True,True
96,12,0,0.00781,0.28906,True,True
96,12,1,0.01172,0.01562,False,True
96,12,2,0.01562,0.14844,True,True
96,12,3,0.01562,0.03906,True,True
96,12,4,0.01074,0.02344,True,True
96,13,0,0.01562,0.01562,False,True
96,13,1,0.01562,0.10938,True,True
96,13,2,0.01562,0.21094,True,True
96,13,3,0.0094,0.07031,True,True
96,13,4,0.00977,0.07031,True,True
96,14,0,0.00781,0.03125,True,True
96,14,1,0.00781,0.15625,True,True
96,14,2,0.01172,0.08594,True,True
96,14,3,0.01172,0.00781,False,False
96,14,4,0.02344,0.27344,True,True
96,15,0,0.00781,0.39062,True,True
96,15,1,0.03125,0.35938,True,True
96,15,2,0.01172,0.07031,True,True
96,15,3,0.01758,0.5,True,True
96,15,4,0.01562,0.04688,True,True
96,16,0,0.01562,0.375,True,True
96,16,1,0.01172,0.72656,True,True
96,16,2,0.00781,0.0,False,True
96,16,3,0.01562,0.125,True,True
96,16,4,0.01172,0.03906,True,True
96,17,0,0.01562,0.00781,False,True
96,17,1,0.01562,0.0625,True,True
96,17,2,0.01562,0.15625,True,True
96,17,3,0.01172,0.0625,True,True
96,17,4,0.01172,0.03125,True,True
97,0,0,0.00977,0.22656,True,True
97,0,1,0.00977,0.01172,False,True
97,0,2,0.01562,0.0,False,True
97,0,3,0.01196,0.09375,True,True
97,0,4,0.0127,0.04688,True,True
97,1,0,0.01562,0.96094,True,True
97,1,1,0.01562,0.34375,True,True
97,1,2,0.01562,0.10156,True,True
97,1,3,0.01562,1.58594,True,True
97,1,4,0.03125,0.88281,True,True
97,2,0,0.01562,0.03125,False,True
97,2,1,0.01562,0.24219,True,True
97,2,2,0.01758,0.0625,True,True
97,2,3,0.01172,0.72656,True,True
97,2,4,0.01172,0.24219,True,True
97,3,0,0.00781,0.47656,True,True
97,3,1,0.01562,0.89062,True,True
97,3,2,0.00977,0.03906,True,True
97,3,3,0.00977,0.14062,True,True
97,3,4,0.01562,0.72656,True,True
97,4,0,0.01172,0.28125,True,True
97,4,1,0.01172,0.02344,False,True
97,4,2,0.02344,0.02344,False,True
97,4,3,0.01172,0.17188,True,True
97,4,4,0.01562,0.08594,True,True
97,5,0,0.00781,0.23438,True,True
97,5,1,0.00781,0.22656,True,True
97,5,2,0.01172,0.07031,True,True
97,5,3,0.01562,0.07812,True,True
97,5,4,0.01562,0.02344,False,True
97,6,0,0.00781,0.3125,True,True
97,6,1,0.01562,0.25,True,True
97,6,2,0.01074,0.0,False,False
97,6,3,0.01562,0.14062,True,True
97,6,4,0.01562,0.67969,True,True
97,7,0,0.00781,0.15625,True,True
97,7,1,0.02344,0.03125,False,True
97,7,2,0.01562,0.01562,False,True
97,7,3,0.00977,0.04297,True,True
97,7,4,0.01367,0.16406,True,True
97,8,0,0.01562,0.03125,False,True
97,8,1,0.01172,0.05469,True,True
97,8,2,0.01562,0.19531,True,True
97,8,3,0.01562,0.27344,True,True
97,8,4,0.01562,0.51562,True,True
97,9,0,0.01562,0.22656,True,True
97,9,1,0.00781,0.25,True,True
97,9,2,0.01367,0.3125,True,True
97,9,3,0.00879,0.00781,False,True
97,9,4,0.01074,0.29688,True,True
97,10,0,0.01562,1.36719,True,True
97,10,1,0.01562,0.04688,True,True
97,10,2,0.00977,0.11719,True,True
97,10,3,0.01367,0.00781,False,True
97,10,4,0.01562,0.16406,True,True
97,11,0,0.03125,0.13281,True,True
97,11,1,0.00781,0.07812,True,True
97,11,2,0.01562,0.0,False,True
97,11,3,0.03125,0.03906,False,True
97,11,4,0.02148,0.07031,True,True
97,12,0,0.00781,0.11719,True,True
97,12,1,0.01562,0.02344,False,True
97,12,2,0.01562,0.11719,True,True
97,12,3,0.01172,0.29688,True,True
97,12,4,0.0127,0.02734,True,True
97,13,0,0.01562,0.00781,False,True
97,13,1,0.01562,0.5,True,True
97,13,2,0.01562,0.03906,True,True
97,13,3,0.01562,0.09375,True,True
97,13,4,0.01562,0.625,True,True
97,14,0,0.00781,0.10156,True,True
97,14,1,0.01172,0.11719,True,True
97,14,2,0.00977,0.21094,True,True
97,14,3,0.02344,0.61719,True,True
97,14,4,0.01562,0.14062,True,True
97,15,0,0.00781,0.25,True,True
97,15,1,0.00781,0.03906,True,True
97,15,2,0.00928,0.24219,True,True
97,15,3,0.00977,0.125,True,True
97,15,4,0.01562,0.08203,True,True
97,16,0,0.00781,0.65625,True,True
97,16,1,0.01562,0.21094,True,True
97,16,2,0.03125,0.57031,True,True
97,16,3,0.01562,0.19531,True,True
97,16,4,0.01172,0.0625,True,True
97,17,0,0.01172,0.07031,True,True
97,17,1,0.0083,0.22656,True,True
97,17,2,0.01562,0.11719,True,True
97,17,3,0.01562,0.03125,False,True
97,17,4,0.03125,0.19531,True,True
97,18,0,0.00781,0.05469,True,True
97,18,1,0.01562,0.29688,True,True
97,18,2,0.01172,0.00391,False,True
97,18,3,0.01562,0.15625,True,True
97,18,4,0.01172,0.07812,True,True
98,0,0,0.00781,0.21484,True,True
98,0,1,0.01562,0.07031,True,True
98,0,2,0.01562,0.67969,True,True
98,0,3,0.01758,0.08594,True,True
98,0,4,0.01367,0.0625,True,True
98,1,0,0.00781,0.03906,True,True
98,1,1,0.00781,0.17969,True,True
98,1,2,0.00879,0.03125,True,True
98,1,3,0.01562,0.16406,True,True
98,1,4,0.01172,0.17188,True,True
98,2,0,0.01562,0.23438,True,True
98,2,1,0.01562,0.07812,True,True
98,2,2,0.01562,0.66406,True,True
98,2,3,0.01562,0.07812,True,True
98,2,4,0.01562,0.36719,True,True
98,3,0,0.01562,0.27344,True,True
98,3,1,0.00977,0.25781,True,True
98,3,2,0.02344,0.00781,False,True
98,3,3,0.00977,0.32031,True,True
98,3,4,0.01172,0.07812,True,True
98,4,0,0.02344,0.39844,True,True
98,4,1,0.01172,0.10156,True,True
98,4,2,0.01172,0.11719,True,True
98,4,3,0.01172,0.17969,True,True
98,4,4,0.01953,0.42188,True,True
98,5,0,0.01172,0.15234,True,True
98,5,1,0.01562,0.13281,True,True
98,5,2,0.01953,0.30469,True,True
98,5,3,0.01172,0.32031,True,True
98,5,4,0.0127,0.02344,False,True
98,6,0,0.00781,0.00781,False,True
98,6,1,0.01172,0.04688,True,True
98,6,2,0.01172,0.44531,True,True
98,6,3,0.01562,0.0,False,True
98,6,4,0.0127,0.125,True,True
98,7,0,0.00781,0.02344,True,True
98,7,1,0.01074,0.10156,True,True
98,7,2,0.02344,0.36719,True,True
98,7,3,0.01562,0.17188,True,True
98,7,4,0.01562,0.10156,True,True
98,8,0,0.00781,0.01562,False,True
98,8,1,0.01562,0.07812,True,True
98,8,2,0.01562,0.10938,True,True
98,8,3,0.00781,0.03906,True,True
98,8,4,0.0083,0.21875,True,True
98,9,0,0.01562,0.29297,True,True
98,9,1,0.01562,0.15234,True,True
98,9,2,0.01562,0.14844,True,True
98,9,3,0.01172,0.30469,True,True
98,9,4,0.01172,0.07812,True,True
98,10,0,0.00781,0.13672,True,True
98,10,1,0.01134,0.08594,True,True
98,10,2,0.01562,0.33594,True,True
98,10,3,0.01562,0.10156,True,True
98,10,4,0.01562,0.11719,True,True
98,11,0,0.01172,0.20312,True,True
98,11,1,0.01172,0.125,True,True
98,11,2,0.01953,0.01562,False,True
98,11,3,0.01172,0.02344,False,True
98,11,4,0.01562,0.19531,True,True
98,12,0,0.00781,0.07812,True,True
98,12,1,0.00977,0.03516,True,True
98,12,2,0.01562,0.07031,True,True
98,12,3,0.01562,0.375,True,True
98,12,4,0.01172,0.07031,True,True
98,13,0,0.00781,0.01953,True,True
98,13,1,0.01172,0.0625,True,True
98,13,2,0.01562,0.8125,True,True
98,13,3,0.00977,0.25,True,True
98,13,4,0.01172,0.10156,True,True
98,14,0,0.01562,0.39844,True,True
98,14,1,0.01172,0.23828,True,True
98,14,2,0.01367,0.73438,True,True
98,14,3,0.01367,0.01562,False,True
98,14,4,0.01562,0.16406,True,True
98,15,0,0.00781,0.50781,True,True
98,15,1,0.00977,0.03125,True,True
98,15,2,0.0127,0.03125,True,True
98,15,3,0.01562,0.19531,True,True
98,15,4,0.01367,0.0625,True,True
98,16,0,0.00781,0.17188,True,True
98,16,1,0.00977,0.13281,True,True
98,16,2,0.02002,0.25,True,True
98,16,3,0.01367,0.0625,True,True
98,16,4,0.01367,0.14062,True,True
98,17,0,0.01074,0.07812,True,True
98,17,1,0.01172,0.10156,True,True
98,17,2,0.01562,0.14062,True,True
98,17,3,0.01562,0.03125,False,True
98,17,4,0.01367,0.01562,False,True
98,18,0,0.00781,0.11719,True,True
98,18,1,0.01562,0.04688,True,True
98,18,2,0.01367,0.04688,True,True
98,18,3,0.01562,0.17188,True,True
98,18,4,0.01172,0.01562,False,True
98,19,0,0.00977,0.41016,True,True
98,19,1,0.01172,0.03125,True,True
98,19,2,0.0127,0.02344,False,True
98,19,3,0.01562,0.11719,True,True
98,19,4,0.01562,0.11719,True,True
98,20,0,0.00818,0.12109,True,True
98,20,1,0.00977,0.05469,True,True
98,20,2,0.01562,0.27344,True,True
98,20,3,0.01562,0.09766,True,True
98,20,4,0.01172,0.07422,True,True
98,21,0,0.00781,0.30078,True,True
98,21,1,0.00977,0.02344,True,True
98,21,2,0.01416,0.01562,False,True
98,21,3,0.01172,0.09766,True,True
98,21,4,0.01172,0.05078,True,True
98,22,0,0.00781,0.04688,True,True
98,22,1,0.00781,0.125,True,True
98,22,2,0.01562,0.03125,False,True
98,22,3,0.01562,0.14062,True,True
98,22,4,0.01172,0.05469,True,True
98,23,0,0.00781,0.14844,True,True
98,23,1,0.01562,0.50781,True,True
98,23,2,0.01562,0.39844,True,True
98,23,3,0.00781,0.07031,True,True
98,23,4,0.00977,0.375,True,True
99,0,0,0.00977,0.01562,False,True
99,0,1,0.01562,0.16406,True,True
99,0,2,0.01562,0.09375,True,True
99,0,3,0.01562,0.07812,True,True
99,0,4,0.01855,0.13281,True,True
99,1,0,0.01562,0.35938,True,True
99,1,1,0.01562,0.11719,True,True
99,1,2,0.01562,0.10156,True,True
99,1,3,0.01562,0.09375,True,True
99,1,4,0.01367,0.21875,True,True
99,2,0,0.01172,0.01953,False,True
99,2,1,0.01367,0.39062,True,True
99,2,2,0.01172,0.19922,True,True
99,2,3,0.00879,0.05469,True,True
99,2,4,0.01562,0.52344,True,True
99,3,0,0.00781,0.01562,False,True
99,3,1,0.01562,0.42969,True,True
99,3,2,0.01074,0.03125,True,True
99,3,3,0.01562,0.60938,True,True
99,3,4,0.01562,0.07031,True,True
99,4,0,0.01172,0.08594,True,True
99,4,1,0.00977,0.49219,True,True
99,4,2,0.01272,0.08594,True,True
99,4,3,0.01172,0.1875,True,True
99,4,4,0.01562,0.3125,True,True
99,5,0,0.01172,0.24219,True,True
99,5,1,0.01562,0.10156,True,True
99,5,2,0.01172,0.28125,True,True
99,5,3,0.01367,0.45312,True,True
99,5,4,0.01562,0.16406,True,True
99,6,0,0.01562,0.32812,True,True
99,6,1,0.01562,0.01562,False,True
99,6,2,0.01172,0.13672,True,True
99,6,3,0.01562,0.13281,True,True
99,6,4,0.01562,0.14062,True,True
99,7,0,0.01562,0.21875,True,True
99,7,1,0.03125,0.34375,True,True
99,7,2,0.03125,0.4375,True,True
99,7,3,0.03125,0.03125,False,True
99,7,4,0.01953,0.21484,True,True
99,8,0,0.01562,0.125,True,True
99,8,1,0.01562,0.54688,True,True
99,8,2,0.03125,0.04688,False,True
99,8,3,0.01562,0.57031,True,True
99,8,4,0.01953,0.00781,False,True
99,9,0,0.01562,0.64062,True,True
99,9,1,0.01562,0.23438,True,True
99,9,2,0.01953,0.15625,True,True
99,9,3,0.03125,0.57812,True,True
99,9,4,0.01562,0.22656,True,True
99,10,0,0.02344,0.35938,True,True
99,10,1,0.01562,0.15625,True,True
99,10,2,0.01562,0.42188,True,True
99,10,3,0.03125,0.49219,True,True
99,10,4,0.01562,0.01562,False,True
99,11,0,0.01562,0.76562,True,True
99,11,1,0.01562,0.20312,True,True
99,11,2,0.01562,0.01953,False,True
99,11,3,0.02344,0.03125,False,True
99,11,4,0.02344,0.27734,True,True
99,12,0,0.01562,0.04688,True,True
99,12,1,0.01562,0.10938,True,True
99,12,2,0.01172,0.10156,True,True
99,12,3,0.01562,0.09375,True,True
99,12,4,0.0083,0.32812,True,True
99,13,0,0.01953,0.76562,True,True
99,13,1,0.01562,0.61719,True,True
99,13,2,0.01562,0.03906,True,True
99,13,3,0.01562,0.125,True,True
99,13,4,0.01172,0.02344,False,True
99,14,0,0.01562,0.01562,False,True
99,14,1,0.02734,0.16797,True,True
99,14,2,0.01855,0.01172,False,True
99,14,3,0.01953,0.125,True,True
99,14,4,0.01953,0.01953,False,True
99,15,0,0.01562,0.39062,True,True
99,15,1,0.01465,0.32031,True,True
99,15,2,0.01562,0.03125,False,True
99,15,3,20.46973,0.15234,False,False
99,15,4,25.9502,0.01953,False,False
99,16,0,0.01562,0.0625,True,True
99,16,1,0.01562,0.03906,True,True
99,16,2,0.01953,0.14453,True,True
99,16,3,0.01172,0.46875,True,True
99,16,4,0.01562,0.64844,True,True
99,17,0,0.01953,0.11719,True,True
99,17,1,0.01245,1.02344,True,True
99,17,2,0.01562,0.02344,False,True
99,17,3,0.01562,0.14844,True,True
99,17,4,0.03125,0.04688,False,True
99,18,0,0.00977,0.14844,True,True
99,18,1,0.01172,0.125,True,True
99,18,2,0.01172,0.0,False,True
99,18,3,0.01074,0.3125,True,True
99,18,4,0.01562,0.0625,True,True
100,0,0,0.01172,0.0625,True,True
100,0,1,0.01562,0.10938,True,True
100,0,2,0.01562,0.30469,True,True
100,0,3,0.01172,0.07812,True,True
100,0,4,0.01758,1.03125,True,True
100,1,0,0.01562,0.08984,True,True
100,1,1,0.01562,0.02734,False,True
100,1,2,0.01172,0.35938,True,True
100,1,3,0.01562,0.10156,True,True
100,1,4,0.01562,0.23438,True,True
100,2,0,0.00781,0.125,True,True
100,2,1,0.00977,0.22656,True,True
100,2,2,0.00781,0.09375,True,True
100,2,3,0.01172,0.00391,False,True
100,2,4,0.01562,0.14844,True,True
100,3,0,0.0166,0.10156,True,True
100,3,1,0.02344,0.00781,False,True
100,3,2,0.01172,0.04688,True,True
100,3,3,0.01636,0.10156,True,True
100,3,4,0.01562,0.14844,True,True
100,4,0,0.00781,0.16797,True,True
100,4,1,0.01562,0.24609,True,True
100,4,2,0.03125,0.14844,True,True
100,4,3,0.01562,0.17188,True,True
100,4,4,0.00977,0.04297,True,True
100,5,0,0.00781,0.07031,True,True
100,5,1,0.01562,0.14062,True,True
100,5,2,0.01562,0.21875,True,True
100,5,3,0.01562,0.11719,True,True
100,5,4,0.01562,0.32812,True,True
100,6,0,0.00781,0.03516,True,True
100,6,1,0.01562,0.24219,True,True
100,6,2,0.01562,0.47656,True,True
100,6,3,0.01953,0.21094,True,True
100,6,4,0.01562,0.0625,True,True
100,7,0,0.00781,0.11719,True,True
100,7,1,0.00977,0.0625,True,True
100,7,2,0.01562,0.04688,True,True
100,7,3,0.01172,0.38281,True,True
100,7,4,0.01562,0.19141,True,True
100,8,0,0.00781,0.01172,False,True
100,8,1,0.00781,0.0625,True,True
100,8,2,0.01172,0.19531,True,True
100,8,3,0.01172,0.47656,True,True
100,8,4,0.01562,0.03906,True,True
100,9,0,0.00781,0.28125,True,True
100,9,1,0.01562,0.32812,True,True
100,9,2,0.01367,0.0625,True,True
100,9,3,0.01172,0.17969,True,True
100,9,4,0.02344,0.10156,True,True
100,10,0,0.01172,0.21875,True,True
100,10,1,0.00977,0.00391,False,True
100,10,2,0.01172,0.03516,True,True
100,10,3,0.01172,0.03125,True,True
100,10,4,0.00977,0.00391,False,True
100,11,0,0.00781,0.00391,False,True
100,11,1,0.00879,0.00391,False,False
100,11,2,0.01562,0.0625,True,True
100,11,3,0.01172,0.15625,True,True
100,11,4,0.02148,0.00781,False,True
100,12,0,0.00977,0.08984,True,True
100,12,1,0.01562,0.125,True,True
100,12,2,0.01172,0.10156,True,True
100,12,3,0.01172,0.00391,False,True
100,12,4,0.01562,0.00781,False,True
100,13,0,0.00781,0.05469,True,True
100,13,1,0.00781,0.03906,True,True
100,13,2,0.01172,0.03516,True,True
100,13,3,0.01172,0.05078,True,True
100,13,4,0.00977,0.46875,True,True
100,14,0,0.01172,0.03906,True,True
100,14,1,0.01953,0.38281,True,True
100,14,2,0.01562,0.08594,True,True
100,14,3,0.03125,0.08594,True,True
100,14,4,0.01562,0.92969,True,True
100,15,0,0.01562,0.30469,True,True
100,15,1,0.01172,0.14453,True,True
100,15,2,0.02344,0.03906,False,True
100,15,3,0.01953,0.02344,False,False
100,15,4,0.01562,0.0625,True,True
100,16,0,0.01172,0.53125,True,True
100,16,1,0.01172,0.09375,True,True
100,16,2,0.01172,0.00781,False,True
100,16,3,0.01953,0.55469,True,True
100,16,4,0.01562,0.44531,True,True
100,17,0,0.01172,0.07812,True,True
100,17,1,0.01172,0.08984,True,True
100,17,2,0.01562,0.24219,True,True
100,17,3,0.00977,0.03906,True,True
100,17,4,0.01172,0.01562,False,True
100,18,0,0.01562,0.49609,True,True
100,18,1,0.00977,0.53125,True,True
100,18,2,0.0127,0.13281,True,True
100,18,3,0.01562,0.01953,False,True
100,18,4,0.01953,0.11719,True,True
100,19,0,0.01562,0.40625,True,True
100,19,1,0.00977,0.0625,True,True
100,19,2,0.01562,0.11719,True,True
100,19,3,0.00781,0.02344,True,True
100,19,4,0.01172,0.25,True,True
100,20,0,0.01172,0.30078,True,True
100,20,1,0.01172,0.07031,True,True
100,20,2,0.01172,0.17188,True,True
100,20,3,0.01562,0.07031,True,True
100,20,4,0.02344,0.5625,True,True
100,21,0,0.0083,0.14844,True,True
100,21,1,0.01562,0.06641,True,True
100,21,2,0.01172,0.13281,True,True
100,21,3,0.01172,0.1875,True,True
100,21,4,0.01562,0.03125,False,True
100,22,0,0.00781,0.125,True,True
100,22,1,0.0083,0.58594,True,True
100,22,2,0.01562,0.25,True,True
100,22,3,0.01562,0.16406,True,True
100,22,4,0.01172,0.01562,False,True
100,23,0,0.00781,0.01172,False,True
100,23,1,0.01172,0.11719,True,True
100,23,2,0.01172,0.04688,True,True
100,23,3,0.01367,0.03125,True,True
100,23,4,0.01172,0.11719,True,True
100,24,0,0.01562,0.11719,True,True
100,24,1,0.01562,0.36719,True,True
100,24,2,0.01562,0.14844,True,True
100,24,3,0.01562,0.00781,False,True
100,24,4,0.02344,0.96875,True,True
