figure_stage,tensor,condition,dataset,prompt_id,turn,cycle_id,token_position,layer_id
D,mtbench__L4_vctx_cache_FP,FP,mtbench,4,0,0,0,4
D,mtbench__L4_vctx_cache_FP,FP,mtbench,4,0,0,8,4
D,mtbench__L4_vctx_cache_FP,FP,mtbench,4,0,0,16,4
D,mtbench__L4_vctx_cache_FP,FP,mtbench,4,0,0,24,4
D,mtbench__L4_vctx_cache_FP,FP,mtbench,4,0,0,32,4
D,mtbench__L4_vctx_cache_FP,FP,mtbench,4,0,0,40,4
D,mtbench__L4_vctx_cache_FP,FP,mtbench,4,0,0,48,4
D,mtbench__L4_vctx_cache_FP,FP,mtbench,4,0,0,57,4
D,mtbench__L4_kdr_cache_FP,FP,mtbench,4,0,0,0,4
D,mtbench__L4_kdr_cache_FP,FP,mtbench,4,0,0,1,4
D,mtbench__L4_kdr_cache_FP,FP,mtbench,4,0,0,2,4
D,mtbench__L4_kdr_cache_FP,FP,mtbench,4,0,0,3,4
D,mtbench__L4_kdr_cache_FP,FP,mtbench,4,0,0,5,4
D,mtbench__L4_kdr_cache_FP,FP,mtbench,4,0,0,6,4
D,mtbench__L4_kdr_cache_FP,FP,mtbench,4,0,0,7,4
D,mtbench__L4_kdr_cache_FP,FP,mtbench,4,0,0,9,4
D,mtbench__L4_vdr_cache_FP,FP,mtbench,4,0,0,0,4
D,mtbench__L4_vdr_cache_FP,FP,mtbench,4,0,0,1,4
D,mtbench__L4_vdr_cache_FP,FP,mtbench,4,0,0,2,4
D,mtbench__L4_vdr_cache_FP,FP,mtbench,4,0,0,3,4
D,mtbench__L4_vdr_cache_FP,FP,mtbench,4,0,0,5,4
D,mtbench__L4_vdr_cache_FP,FP,mtbench,4,0,0,6,4
D,mtbench__L4_vdr_cache_FP,FP,mtbench,4,0,0,7,4
D,mtbench__L4_vdr_cache_FP,FP,mtbench,4,0,0,9,4
A,mtbench__Hconcat_after_R1,FP,mtbench,4,0,1,0,-1
A,mtbench__Hconcat_after_R1,FP,mtbench,4,0,1,8,-1
A,mtbench__Hconcat_after_R1,FP,mtbench,4,0,1,16,-1
A,mtbench__Hconcat_after_R1,FP,mtbench,4,0,1,25,-1
A,mtbench__Hconcat_after_R1,FP,mtbench,4,0,1,33,-1
A,mtbench__Hconcat_after_R1,FP,mtbench,4,0,1,42,-1
A,mtbench__Hconcat_after_R1,FP,mtbench,4,0,1,50,-1
A,mtbench__Hconcat_after_R1,FP,mtbench,4,0,1,59,-1
A,mtbench__Hconcat_before_R1,FP,mtbench,4,0,1,0,-1
A,mtbench__Hconcat_before_R1,FP,mtbench,4,0,1,8,-1
A,mtbench__Hconcat_before_R1,FP,mtbench,4,0,1,16,-1
A,mtbench__Hconcat_before_R1,FP,mtbench,4,0,1,25,-1
A,mtbench__Hconcat_before_R1,FP,mtbench,4,0,1,33,-1
A,mtbench__Hconcat_before_R1,FP,mtbench,4,0,1,42,-1
A,mtbench__Hconcat_before_R1,FP,mtbench,4,0,1,50,-1
A,mtbench__Hconcat_before_R1,FP,mtbench,4,0,1,59,-1
D,mtbench__L0_kctx_cache_FP,FP,mtbench,4,0,1,0,0
D,mtbench__L0_kctx_cache_FP,FP,mtbench,4,0,1,8,0
D,mtbench__L0_kctx_cache_FP,FP,mtbench,4,0,1,16,0
D,mtbench__L0_kctx_cache_FP,FP,mtbench,4,0,1,25,0
D,mtbench__L0_kctx_cache_FP,FP,mtbench,4,0,1,33,0
D,mtbench__L0_kctx_cache_FP,FP,mtbench,4,0,1,42,0
D,mtbench__L0_kctx_cache_FP,FP,mtbench,4,0,1,50,0
D,mtbench__L0_kctx_cache_FP,FP,mtbench,4,0,1,59,0
D,mtbench__L0_vctx_cache_FP,FP,mtbench,4,0,1,0,0
D,mtbench__L0_vctx_cache_FP,FP,mtbench,4,0,1,8,0
D,mtbench__L0_vctx_cache_FP,FP,mtbench,4,0,1,16,0
D,mtbench__L0_vctx_cache_FP,FP,mtbench,4,0,1,25,0
D,mtbench__L0_vctx_cache_FP,FP,mtbench,4,0,1,33,0
D,mtbench__L0_vctx_cache_FP,FP,mtbench,4,0,1,42,0
D,mtbench__L0_vctx_cache_FP,FP,mtbench,4,0,1,50,0
D,mtbench__L0_vctx_cache_FP,FP,mtbench,4,0,1,59,0
D,mtbench__L0_kdr_cache_FP,FP,mtbench,4,0,1,0,0
D,mtbench__L0_kdr_cache_FP,FP,mtbench,4,0,1,1,0
D,mtbench__L0_kdr_cache_FP,FP,mtbench,4,0,1,2,0
D,mtbench__L0_kdr_cache_FP,FP,mtbench,4,0,1,3,0
D,mtbench__L0_kdr_cache_FP,FP,mtbench,4,0,1,5,0
D,mtbench__L0_kdr_cache_FP,FP,mtbench,4,0,1,6,0
D,mtbench__L0_kdr_cache_FP,FP,mtbench,4,0,1,7,0
D,mtbench__L0_kdr_cache_FP,FP,mtbench,4,0,1,9,0
D,mtbench__L0_vdr_cache_FP,FP,mtbench,4,0,1,0,0
D,mtbench__L0_vdr_cache_FP,FP,mtbench,4,0,1,1,0
D,mtbench__L0_vdr_cache_FP,FP,mtbench,4,0,1,2,0
D,mtbench__L0_vdr_cache_FP,FP,mtbench,4,0,1,3,0
D,mtbench__L0_vdr_cache_FP,FP,mtbench,4,0,1,5,0
D,mtbench__L0_vdr_cache_FP,FP,mtbench,4,0,1,6,0
D,mtbench__L0_vdr_cache_FP,FP,mtbench,4,0,1,7,0
D,mtbench__L0_vdr_cache_FP,FP,mtbench,4,0,1,9,0
D,mtbench__L1_kctx_cache_FP,FP,mtbench,4,0,1,0,1
D,mtbench__L1_kctx_cache_FP,FP,mtbench,4,0,1,8,1
D,mtbench__L1_kctx_cache_FP,FP,mtbench,4,0,1,16,1
D,mtbench__L1_kctx_cache_FP,FP,mtbench,4,0,1,25,1
D,mtbench__L1_kctx_cache_FP,FP,mtbench,4,0,1,33,1
D,mtbench__L1_kctx_cache_FP,FP,mtbench,4,0,1,42,1
D,mtbench__L1_kctx_cache_FP,FP,mtbench,4,0,1,50,1
D,mtbench__L1_kctx_cache_FP,FP,mtbench,4,0,1,59,1
D,mtbench__L1_vctx_cache_FP,FP,mtbench,4,0,1,0,1
D,mtbench__L1_vctx_cache_FP,FP,mtbench,4,0,1,8,1
D,mtbench__L1_vctx_cache_FP,FP,mtbench,4,0,1,16,1
D,mtbench__L1_vctx_cache_FP,FP,mtbench,4,0,1,25,1
D,mtbench__L1_vctx_cache_FP,FP,mtbench,4,0,1,33,1
D,mtbench__L1_vctx_cache_FP,FP,mtbench,4,0,1,42,1
D,mtbench__L1_vctx_cache_FP,FP,mtbench,4,0,1,50,1
D,mtbench__L1_vctx_cache_FP,FP,mtbench,4,0,1,59,1
D,mtbench__L1_kdr_cache_FP,FP,mtbench,4,0,1,0,1
D,mtbench__L1_kdr_cache_FP,FP,mtbench,4,0,1,1,1
D,mtbench__L1_kdr_cache_FP,FP,mtbench,4,0,1,2,1
D,mtbench__L1_kdr_cache_FP,FP,mtbench,4,0,1,3,1
D,mtbench__L1_kdr_cache_FP,FP,mtbench,4,0,1,5,1
D,mtbench__L1_kdr_cache_FP,FP,mtbench,4,0,1,6,1
D,mtbench__L1_kdr_cache_FP,FP,mtbench,4,0,1,7,1
D,mtbench__L1_kdr_cache_FP,FP,mtbench,4,0,1,9,1
D,mtbench__L1_vdr_cache_FP,FP,mtbench,4,0,1,0,1
D,mtbench__L1_vdr_cache_FP,FP,mtbench,4,0,1,1,1
D,mtbench__L1_vdr_cache_FP,FP,mtbench,4,0,1,2,1
D,mtbench__L1_vdr_cache_FP,FP,mtbench,4,0,1,3,1
D,mtbench__L1_vdr_cache_FP,FP,mtbench,4,0,1,5,1
D,mtbench__L1_vdr_cache_FP,FP,mtbench,4,0,1,6,1
D,mtbench__L1_vdr_cache_FP,FP,mtbench,4,0,1,7,1
D,mtbench__L1_vdr_cache_FP,FP,mtbench,4,0,1,9,1
D,mtbench__L2_kctx_cache_FP,FP,mtbench,4,0,1,0,2
D,mtbench__L2_kctx_cache_FP,FP,mtbench,4,0,1,8,2
D,mtbench__L2_kctx_cache_FP,FP,mtbench,4,0,1,16,2
D,mtbench__L2_kctx_cache_FP,FP,mtbench,4,0,1,25,2
D,mtbench__L2_kctx_cache_FP,FP,mtbench,4,0,1,33,2
D,mtbench__L2_kctx_cache_FP,FP,mtbench,4,0,1,42,2
D,mtbench__L2_kctx_cache_FP,FP,mtbench,4,0,1,50,2
D,mtbench__L2_kctx_cache_FP,FP,mtbench,4,0,1,59,2
D,mtbench__L2_vctx_cache_FP,FP,mtbench,4,0,1,0,2
D,mtbench__L2_vctx_cache_FP,FP,mtbench,4,0,1,8,2
D,mtbench__L2_vctx_cache_FP,FP,mtbench,4,0,1,16,2
D,mtbench__L2_vctx_cache_FP,FP,mtbench,4,0,1,25,2
D,mtbench__L2_vctx_cache_FP,FP,mtbench,4,0,1,33,2
D,mtbench__L2_vctx_cache_FP,FP,mtbench,4,0,1,42,2
D,mtbench__L2_vctx_cache_FP,FP,mtbench,4,0,1,50,2
D,mtbench__L2_vctx_cache_FP,FP,mtbench,4,0,1,59,2
D,mtbench__L2_kdr_cache_FP,FP,mtbench,4,0,1,0,2
D,mtbench__L2_kdr_cache_FP,FP,mtbench,4,0,1,1,2
D,mtbench__L2_kdr_cache_FP,FP,mtbench,4,0,1,2,2
D,mtbench__L2_kdr_cache_FP,FP,mtbench,4,0,1,3,2
D,mtbench__L2_kdr_cache_FP,FP,mtbench,4,0,1,5,2
D,mtbench__L2_kdr_cache_FP,FP,mtbench,4,0,1,6,2
D,mtbench__L2_kdr_cache_FP,FP,mtbench,4,0,1,7,2
D,mtbench__L2_kdr_cache_FP,FP,mtbench,4,0,1,9,2
D,mtbench__L2_vdr_cache_FP,FP,mtbench,4,0,1,0,2
D,mtbench__L2_vdr_cache_FP,FP,mtbench,4,0,1,1,2
D,mtbench__L2_vdr_cache_FP,FP,mtbench,4,0,1,2,2
D,mtbench__L2_vdr_cache_FP,FP,mtbench,4,0,1,3,2
D,mtbench__L2_vdr_cache_FP,FP,mtbench,4,0,1,5,2
D,mtbench__L2_vdr_cache_FP,FP,mtbench,4,0,1,6,2
D,mtbench__L2_vdr_cache_FP,FP,mtbench,4,0,1,7,2
D,mtbench__L2_vdr_cache_FP,FP,mtbench,4,0,1,9,2
D,mtbench__L3_kctx_cache_FP,FP,mtbench,4,0,1,0,3
D,mtbench__L3_kctx_cache_FP,FP,mtbench,4,0,1,8,3
D,mtbench__L3_kctx_cache_FP,FP,mtbench,4,0,1,16,3
D,mtbench__L3_kctx_cache_FP,FP,mtbench,4,0,1,25,3
D,mtbench__L3_kctx_cache_FP,FP,mtbench,4,0,1,33,3
D,mtbench__L3_kctx_cache_FP,FP,mtbench,4,0,1,42,3
D,mtbench__L3_kctx_cache_FP,FP,mtbench,4,0,1,50,3
D,mtbench__L3_kctx_cache_FP,FP,mtbench,4,0,1,59,3
D,mtbench__L3_vctx_cache_FP,FP,mtbench,4,0,1,0,3
D,mtbench__L3_vctx_cache_FP,FP,mtbench,4,0,1,8,3
D,mtbench__L3_vctx_cache_FP,FP,mtbench,4,0,1,16,3
D,mtbench__L3_vctx_cache_FP,FP,mtbench,4,0,1,25,3
D,mtbench__L3_vctx_cache_FP,FP,mtbench,4,0,1,33,3
D,mtbench__L3_vctx_cache_FP,FP,mtbench,4,0,1,42,3
D,mtbench__L3_vctx_cache_FP,FP,mtbench,4,0,1,50,3
D,mtbench__L3_vctx_cache_FP,FP,mtbench,4,0,1,59,3
D,mtbench__L3_kdr_cache_FP,FP,mtbench,4,0,1,0,3
D,mtbench__L3_kdr_cache_FP,FP,mtbench,4,0,1,1,3
D,mtbench__L3_kdr_cache_FP,FP,mtbench,4,0,1,2,3
D,mtbench__L3_kdr_cache_FP,FP,mtbench,4,0,1,3,3
D,mtbench__L3_kdr_cache_FP,FP,mtbench,4,0,1,5,3
D,mtbench__L3_kdr_cache_FP,FP,mtbench,4,0,1,6,3
D,mtbench__L3_kdr_cache_FP,FP,mtbench,4,0,1,7,3
D,mtbench__L3_kdr_cache_FP,FP,mtbench,4,0,1,9,3
D,mtbench__L3_vdr_cache_FP,FP,mtbench,4,0,1,0,3
D,mtbench__L3_vdr_cache_FP,FP,mtbench,4,0,1,1,3
D,mtbench__L3_vdr_cache_FP,FP,mtbench,4,0,1,2,3
D,mtbench__L3_vdr_cache_FP,FP,mtbench,4,0,1,3,3
D,mtbench__L3_vdr_cache_FP,FP,mtbench,4,0,1,5,3
D,mtbench__L3_vdr_cache_FP,FP,mtbench,4,0,1,6,3
D,mtbench__L3_vdr_cache_FP,FP,mtbench,4,0,1,7,3
D,mtbench__L3_vdr_cache_FP,FP,mtbench,4,0,1,9,3
D,mtbench__L4_kctx_cache_FP,FP,mtbench,4,0,1,0,4
D,mtbench__L4_kctx_cache_FP,FP,mtbench,4,0,1,8,4
D,mtbench__L4_kctx_cache_FP,FP,mtbench,4,0,1,16,4
D,mtbench__L4_kctx_cache_FP,FP,mtbench,4,0,1,25,4
D,mtbench__L4_kctx_cache_FP,FP,mtbench,4,0,1,33,4
D,mtbench__L4_kctx_cache_FP,FP,mtbench,4,0,1,42,4
D,mtbench__L4_kctx_cache_FP,FP,mtbench,4,0,1,50,4
D,mtbench__L4_kctx_cache_FP,FP,mtbench,4,0,1,59,4
D,mtbench__L4_vctx_cache_FP,FP,mtbench,4,0,1,0,4
D,mtbench__L4_vctx_cache_FP,FP,mtbench,4,0,1,8,4
D,mtbench__L4_vctx_cache_FP,FP,mtbench,4,0,1,16,4
D,mtbench__L4_vctx_cache_FP,FP,mtbench,4,0,1,25,4
D,mtbench__L4_vctx_cache_FP,FP,mtbench,4,0,1,33,4
D,mtbench__L4_vctx_cache_FP,FP,mtbench,4,0,1,42,4
D,mtbench__L4_vctx_cache_FP,FP,mtbench,4,0,1,50,4
D,mtbench__L4_vctx_cache_FP,FP,mtbench,4,0,1,59,4
D,mtbench__L4_kdr_cache_FP,FP,mtbench,4,0,1,0,4
D,mtbench__L4_kdr_cache_FP,FP,mtbench,4,0,1,1,4
D,mtbench__L4_kdr_cache_FP,FP,mtbench,4,0,1,2,4
D,mtbench__L4_kdr_cache_FP,FP,mtbench,4,0,1,3,4
D,mtbench__L4_kdr_cache_FP,FP,mtbench,4,0,1,5,4
D,mtbench__L4_kdr_cache_FP,FP,mtbench,4,0,1,6,4
D,mtbench__L4_kdr_cache_FP,FP,mtbench,4,0,1,7,4
D,mtbench__L4_kdr_cache_FP,FP,mtbench,4,0,1,9,4
D,mtbench__L4_vdr_cache_FP,FP,mtbench,4,0,1,0,4
D,mtbench__L4_vdr_cache_FP,FP,mtbench,4,0,1,1,4
D,mtbench__L4_vdr_cache_FP,FP,mtbench,4,0,1,2,4
D,mtbench__L4_vdr_cache_FP,FP,mtbench,4,0,1,3,4
D,mtbench__L4_vdr_cache_FP,FP,mtbench,4,0,1,5,4
D,mtbench__L4_vdr_cache_FP,FP,mtbench,4,0,1,6,4
D,mtbench__L4_vdr_cache_FP,FP,mtbench,4,0,1,7,4
D,mtbench__L4_vdr_cache_FP,FP,mtbench,4,0,1,9,4
A,mtbench__Hconcat_after_R1,FP,mtbench,4,1,0,0,-1
A,mtbench__Hconcat_after_R1,FP,mtbench,4,1,0,45,-1
A,mtbench__Hconcat_after_R1,FP,mtbench,4,1,0,91,-1
A,mtbench__Hconcat_after_R1,FP,mtbench,4,1,0,137,-1
A,mtbench__Hconcat_after_R1,FP,mtbench,4,1,0,183,-1
A,mtbench__Hconcat_after_R1,FP,mtbench,4,1,0,229,-1
A,mtbench__Hconcat_after_R1,FP,mtbench,4,1,0,275,-1
A,mtbench__Hconcat_after_R1,FP,mtbench,4,1,0,321,-1
A,mtbench__Hconcat_before_R1,FP,mtbench,4,1,0,0,-1
A,mtbench__Hconcat_before_R1,FP,mtbench,4,1,0,45,-1
A,mtbench__Hconcat_before_R1,FP,mtbench,4,1,0,91,-1
A,mtbench__Hconcat_before_R1,FP,mtbench,4,1,0,137,-1
A,mtbench__Hconcat_before_R1,FP,mtbench,4,1,0,183,-1
A,mtbench__Hconcat_before_R1,FP,mtbench,4,1,0,229,-1
A,mtbench__Hconcat_before_R1,FP,mtbench,4,1,0,275,-1
A,mtbench__Hconcat_before_R1,FP,mtbench,4,1,0,321,-1
D,mtbench__L0_kctx_cache_FP,FP,mtbench,4,1,0,0,0
D,mtbench__L0_kctx_cache_FP,FP,mtbench,4,1,0,45,0
D,mtbench__L0_kctx_cache_FP,FP,mtbench,4,1,0,91,0
D,mtbench__L0_kctx_cache_FP,FP,mtbench,4,1,0,137,0
D,mtbench__L0_kctx_cache_FP,FP,mtbench,4,1,0,183,0
D,mtbench__L0_kctx_cache_FP,FP,mtbench,4,1,0,229,0
D,mtbench__L0_kctx_cache_FP,FP,mtbench,4,1,0,275,0
D,mtbench__L0_kctx_cache_FP,FP,mtbench,4,1,0,321,0
D,mtbench__L0_vctx_cache_FP,FP,mtbench,4,1,0,0,0
D,mtbench__L0_vctx_cache_FP,FP,mtbench,4,1,0,45,0
D,mtbench__L0_vctx_cache_FP,FP,mtbench,4,1,0,91,0
D,mtbench__L0_vctx_cache_FP,FP,mtbench,4,1,0,137,0
D,mtbench__L0_vctx_cache_FP,FP,mtbench,4,1,0,183,0
D,mtbench__L0_vctx_cache_FP,FP,mtbench,4,1,0,229,0
D,mtbench__L0_vctx_cache_FP,FP,mtbench,4,1,0,275,0
D,mtbench__L0_vctx_cache_FP,FP,mtbench,4,1,0,321,0
D,mtbench__L0_kdr_cache_FP,FP,mtbench,4,1,0,0,0
D,mtbench__L0_kdr_cache_FP,FP,mtbench,4,1,0,1,0
D,mtbench__L0_kdr_cache_FP,FP,mtbench,4,1,0,2,0
D,mtbench__L0_kdr_cache_FP,FP,mtbench,4,1,0,3,0
D,mtbench__L0_kdr_cache_FP,FP,mtbench,4,1,0,5,0
D,mtbench__L0_kdr_cache_FP,FP,mtbench,4,1,0,6,0
D,mtbench__L0_kdr_cache_FP,FP,mtbench,4,1,0,7,0
D,mtbench__L0_kdr_cache_FP,FP,mtbench,4,1,0,9,0
D,mtbench__L0_vdr_cache_FP,FP,mtbench,4,1,0,0,0
D,mtbench__L0_vdr_cache_FP,FP,mtbench,4,1,0,1,0
D,mtbench__L0_vdr_cache_FP,FP,mtbench,4,1,0,2,0
D,mtbench__L0_vdr_cache_FP,FP,mtbench,4,1,0,3,0
D,mtbench__L0_vdr_cache_FP,FP,mtbench,4,1,0,5,0
D,mtbench__L0_vdr_cache_FP,FP,mtbench,4,1,0,6,0
D,mtbench__L0_vdr_cache_FP,FP,mtbench,4,1,0,7,0
D,mtbench__L0_vdr_cache_FP,FP,mtbench,4,1,0,9,0
D,mtbench__L1_kctx_cache_FP,FP,mtbench,4,1,0,0,1
D,mtbench__L1_kctx_cache_FP,FP,mtbench,4,1,0,45,1
D,mtbench__L1_kctx_cache_FP,FP,mtbench,4,1,0,91,1
D,mtbench__L1_kctx_cache_FP,FP,mtbench,4,1,0,137,1
D,mtbench__L1_kctx_cache_FP,FP,mtbench,4,1,0,183,1
D,mtbench__L1_kctx_cache_FP,FP,mtbench,4,1,0,229,1
D,mtbench__L1_kctx_cache_FP,FP,mtbench,4,1,0,275,1
D,mtbench__L1_kctx_cache_FP,FP,mtbench,4,1,0,321,1
D,mtbench__L1_vctx_cache_FP,FP,mtbench,4,1,0,0,1
D,mtbench__L1_vctx_cache_FP,FP,mtbench,4,1,0,45,1
D,mtbench__L1_vctx_cache_FP,FP,mtbench,4,1,0,91,1
D,mtbench__L1_vctx_cache_FP,FP,mtbench,4,1,0,137,1
D,mtbench__L1_vctx_cache_FP,FP,mtbench,4,1,0,183,1
D,mtbench__L1_vctx_cache_FP,FP,mtbench,4,1,0,229,1
D,mtbench__L1_vctx_cache_FP,FP,mtbench,4,1,0,275,1
D,mtbench__L1_vctx_cache_FP,FP,mtbench,4,1,0,321,1
D,mtbench__L1_kdr_cache_FP,FP,mtbench,4,1,0,0,1
D,mtbench__L1_kdr_cache_FP,FP,mtbench,4,1,0,1,1
D,mtbench__L1_kdr_cache_FP,FP,mtbench,4,1,0,2,1
D,mtbench__L1_kdr_cache_FP,FP,mtbench,4,1,0,3,1
D,mtbench__L1_kdr_cache_FP,FP,mtbench,4,1,0,5,1
D,mtbench__L1_kdr_cache_FP,FP,mtbench,4,1,0,6,1
D,mtbench__L1_kdr_cache_FP,FP,mtbench,4,1,0,7,1
D,mtbench__L1_kdr_cache_FP,FP,mtbench,4,1,0,9,1
D,mtbench__L1_vdr_cache_FP,FP,mtbench,4,1,0,0,1
D,mtbench__L1_vdr_cache_FP,FP,mtbench,4,1,0,1,1
D,mtbench__L1_vdr_cache_FP,FP,mtbench,4,1,0,2,1
D,mtbench__L1_vdr_cache_FP,FP,mtbench,4,1,0,3,1
D,mtbench__L1_vdr_cache_FP,FP,mtbench,4,1,0,5,1
D,mtbench__L1_vdr_cache_FP,FP,mtbench,4,1,0,6,1
D,mtbench__L1_vdr_cache_FP,FP,mtbench,4,1,0,7,1
D,mtbench__L1_vdr_cache_FP,FP,mtbench,4,1,0,9,1
D,mtbench__L2_kctx_cache_FP,FP,mtbench,4,1,0,0,2
D,mtbench__L2_kctx_cache_FP,FP,mtbench,4,1,0,45,2
D,mtbench__L2_kctx_cache_FP,FP,mtbench,4,1,0,91,2
D,mtbench__L2_kctx_cache_FP,FP,mtbench,4,1,0,137,2
D,mtbench__L2_kctx_cache_FP,FP,mtbench,4,1,0,183,2
D,mtbench__L2_kctx_cache_FP,FP,mtbench,4,1,0,229,2
D,mtbench__L2_kctx_cache_FP,FP,mtbench,4,1,0,275,2
D,mtbench__L2_kctx_cache_FP,FP,mtbench,4,1,0,321,2
D,mtbench__L2_vctx_cache_FP,FP,mtbench,4,1,0,0,2
D,mtbench__L2_vctx_cache_FP,FP,mtbench,4,1,0,45,2
D,mtbench__L2_vctx_cache_FP,FP,mtbench,4,1,0,91,2
D,mtbench__L2_vctx_cache_FP,FP,mtbench,4,1,0,137,2
D,mtbench__L2_vctx_cache_FP,FP,mtbench,4,1,0,183,2
D,mtbench__L2_vctx_cache_FP,FP,mtbench,4,1,0,229,2
D,mtbench__L2_vctx_cache_FP,FP,mtbench,4,1,0,275,2
D,mtbench__L2_vctx_cache_FP,FP,mtbench,4,1,0,321,2
D,mtbench__L2_kdr_cache_FP,FP,mtbench,4,1,0,0,2
D,mtbench__L2_kdr_cache_FP,FP,mtbench,4,1,0,1,2
D,mtbench__L2_kdr_cache_FP,FP,mtbench,4,1,0,2,2
D,mtbench__L2_kdr_cache_FP,FP,mtbench,4,1,0,3,2
D,mtbench__L2_kdr_cache_FP,FP,mtbench,4,1,0,5,2
D,mtbench__L2_kdr_cache_FP,FP,mtbench,4,1,0,6,2
D,mtbench__L2_kdr_cache_FP,FP,mtbench,4,1,0,7,2
D,mtbench__L2_kdr_cache_FP,FP,mtbench,4,1,0,9,2
D,mtbench__L2_vdr_cache_FP,FP,mtbench,4,1,0,0,2
D,mtbench__L2_vdr_cache_FP,FP,mtbench,4,1,0,1,2
D,mtbench__L2_vdr_cache_FP,FP,mtbench,4,1,0,2,2
D,mtbench__L2_vdr_cache_FP,FP,mtbench,4,1,0,3,2
D,mtbench__L2_vdr_cache_FP,FP,mtbench,4,1,0,5,2
D,mtbench__L2_vdr_cache_FP,FP,mtbench,4,1,0,6,2
D,mtbench__L2_vdr_cache_FP,FP,mtbench,4,1,0,7,2
D,mtbench__L2_vdr_cache_FP,FP,mtbench,4,1,0,9,2
D,mtbench__L3_kctx_cache_FP,FP,mtbench,4,1,0,0,3
D,mtbench__L3_kctx_cache_FP,FP,mtbench,4,1,0,45,3
D,mtbench__L3_kctx_cache_FP,FP,mtbench,4,1,0,91,3
D,mtbench__L3_kctx_cache_FP,FP,mtbench,4,1,0,137,3
D,mtbench__L3_kctx_cache_FP,FP,mtbench,4,1,0,183,3
D,mtbench__L3_kctx_cache_FP,FP,mtbench,4,1,0,229,3
D,mtbench__L3_kctx_cache_FP,FP,mtbench,4,1,0,275,3
D,mtbench__L3_kctx_cache_FP,FP,mtbench,4,1,0,321,3
D,mtbench__L3_vctx_cache_FP,FP,mtbench,4,1,0,0,3
D,mtbench__L3_vctx_cache_FP,FP,mtbench,4,1,0,45,3
D,mtbench__L3_vctx_cache_FP,FP,mtbench,4,1,0,91,3
D,mtbench__L3_vctx_cache_FP,FP,mtbench,4,1,0,137,3
D,mtbench__L3_vctx_cache_FP,FP,mtbench,4,1,0,183,3
D,mtbench__L3_vctx_cache_FP,FP,mtbench,4,1,0,229,3
D,mtbench__L3_vctx_cache_FP,FP,mtbench,4,1,0,275,3
D,mtbench__L3_vctx_cache_FP,FP,mtbench,4,1,0,321,3
D,mtbench__L3_kdr_cache_FP,FP,mtbench,4,1,0,0,3
D,mtbench__L3_kdr_cache_FP,FP,mtbench,4,1,0,1,3
D,mtbench__L3_kdr_cache_FP,FP,mtbench,4,1,0,2,3
D,mtbench__L3_kdr_cache_FP,FP,mtbench,4,1,0,3,3
D,mtbench__L3_kdr_cache_FP,FP,mtbench,4,1,0,5,3
D,mtbench__L3_kdr_cache_FP,FP,mtbench,4,1,0,6,3
D,mtbench__L3_kdr_cache_FP,FP,mtbench,4,1,0,7,3
D,mtbench__L3_kdr_cache_FP,FP,mtbench,4,1,0,9,3
D,mtbench__L3_vdr_cache_FP,FP,mtbench,4,1,0,0,3
D,mtbench__L3_vdr_cache_FP,FP,mtbench,4,1,0,1,3
D,mtbench__L3_vdr_cache_FP,FP,mtbench,4,1,0,2,3
D,mtbench__L3_vdr_cache_FP,FP,mtbench,4,1,0,3,3
D,mtbench__L3_vdr_cache_FP,FP,mtbench,4,1,0,5,3
D,mtbench__L3_vdr_cache_FP,FP,mtbench,4,1,0,6,3
D,mtbench__L3_vdr_cache_FP,FP,mtbench,4,1,0,7,3
D,mtbench__L3_vdr_cache_FP,FP,mtbench,4,1,0,9,3
D,mtbench__L4_kctx_cache_FP,FP,mtbench,4,1,0,0,4
D,mtbench__L4_kctx_cache_FP,FP,mtbench,4,1,0,45,4
D,mtbench__L4_kctx_cache_FP,FP,mtbench,4,1,0,91,4
D,mtbench__L4_kctx_cache_FP,FP,mtbench,4,1,0,137,4
D,mtbench__L4_kctx_cache_FP,FP,mtbench,4,1,0,183,4
D,mtbench__L4_kctx_cache_FP,FP,mtbench,4,1,0,229,4
D,mtbench__L4_kctx_cache_FP,FP,mtbench,4,1,0,275,4
D,mtbench__L4_kctx_cache_FP,FP,mtbench,4,1,0,321,4
D,mtbench__L4_vctx_cache_FP,FP,mtbench,4,1,0,0,4
D,mtbench__L4_vctx_cache_FP,FP,mtbench,4,1,0,45,4
D,mtbench__L4_vctx_cache_FP,FP,mtbench,4,1,0,91,4
D,mtbench__L4_vctx_cache_FP,FP,mtbench,4,1,0,137,4
D,mtbench__L4_vctx_cache_FP,FP,mtbench,4,1,0,183,4
D,mtbench__L4_vctx_cache_FP,FP,mtbench,4,1,0,229,4
D,mtbench__L4_vctx_cache_FP,FP,mtbench,4,1,0,275,4
D,mtbench__L4_vctx_cache_FP,FP,mtbench,4,1,0,321,4
D,mtbench__L4_kdr_cache_FP,FP,mtbench,4,1,0,0,4
D,mtbench__L4_kdr_cache_FP,FP,mtbench,4,1,0,1,4
D,mtbench__L4_kdr_cache_FP,FP,mtbench,4,1,0,2,4
D,mtbench__L4_kdr_cache_FP,FP,mtbench,4,1,0,3,4
D,mtbench__L4_kdr_cache_FP,FP,mtbench,4,1,0,5,4
D,mtbench__L4_kdr_cache_FP,FP,mtbench,4,1,0,6,4
D,mtbench__L4_kdr_cache_FP,FP,mtbench,4,1,0,7,4
D,mtbench__L4_kdr_cache_FP,FP,mtbench,4,1,0,9,4
